IMAGE 10514736 967bea4cef6b9bf220d019ed8c06bb424eb33c40ff3e0f13af8eb15de539cb4f
CRC VERIFIED 8957952/10514736 (2507.8s)
CRC VERIFIED 8962048/10514736 (2509.0s)
CRC VERIFIED 8966144/10514736 (2510.2s)
CRC VERIFIED 8970240/10514736 (2511.5s)
CRC VERIFIED 8974336/10514736 (2512.7s)
CRC VERIFIED 8978432/10514736 (2513.9s)
CRC VERIFIED 8982528/10514736 (2515.1s)
CRC VERIFIED 8986624/10514736 (2516.3s)
CRC VERIFIED 8990720/10514736 (2517.6s)
CRC VERIFIED 8994816/10514736 (2518.8s)
CRC VERIFIED 8998912/10514736 (2520.0s)
CRC VERIFIED 9003008/10514736 (2521.2s)
CRC VERIFIED 9007104/10514736 (2522.5s)
CRC VERIFIED 9011200/10514736 (2523.7s)
CRC VERIFIED 9015296/10514736 (2524.9s)
CRC VERIFIED 9019392/10514736 (2526.2s)
CRC VERIFIED 9023488/10514736 (2527.4s)
CRC VERIFIED 9027584/10514736 (2528.6s)
CRC VERIFIED 9031680/10514736 (2529.9s)
CRC VERIFIED 9035776/10514736 (2531.1s)
CRC VERIFIED 9039872/10514736 (2532.3s)
CRC VERIFIED 9043968/10514736 (2533.5s)
CRC VERIFIED 9048064/10514736 (2534.8s)
CRC VERIFIED 9052160/10514736 (2536.0s)
CRC VERIFIED 9056256/10514736 (2537.2s)
CRC VERIFIED 9060352/10514736 (2538.5s)
CRC VERIFIED 9064448/10514736 (2539.7s)
CRC VERIFIED 9068544/10514736 (2540.9s)
CRC VERIFIED 9072640/10514736 (2542.1s)
CRC VERIFIED 9076736/10514736 (2543.4s)
CRC VERIFIED 9080832/10514736 (2544.6s)
CRC VERIFIED 9084928/10514736 (2545.8s)
CRC VERIFIED 9089024/10514736 (2547.1s)
CRC VERIFIED 9093120/10514736 (2548.3s)
CRC VERIFIED 9097216/10514736 (2549.5s)
CRC VERIFIED 9101312/10514736 (2550.8s)
CRC VERIFIED 9105408/10514736 (2552.0s)
CRC VERIFIED 9109504/10514736 (2553.2s)
CRC VERIFIED 9113600/10514736 (2554.4s)
CRC VERIFIED 9117696/10514736 (2555.7s)
CRC VERIFIED 9121792/10514736 (2556.9s)
CRC VERIFIED 9125888/10514736 (2558.1s)
CRC VERIFIED 9129984/10514736 (2559.3s)
CRC VERIFIED 9134080/10514736 (2560.6s)
CRC VERIFIED 9138176/10514736 (2561.8s)
CRC VERIFIED 9142272/10514736 (2563.0s)
CRC VERIFIED 9146368/10514736 (2564.2s)
CRC VERIFIED 9150464/10514736 (2565.5s)
CRC VERIFIED 9154560/10514736 (2566.7s)
CRC VERIFIED 9158656/10514736 (2568.0s)
CRC VERIFIED 9162752/10514736 (2569.2s)
CRC VERIFIED 9166848/10514736 (2570.4s)
CRC VERIFIED 9170944/10514736 (2571.7s)
CRC VERIFIED 9175040/10514736 (2572.9s)
CRC VERIFIED 9179136/10514736 (2574.1s)
CRC VERIFIED 9183232/10514736 (2575.3s)
CRC VERIFIED 9187328/10514736 (2576.6s)
CRC VERIFIED 9191424/10514736 (2577.8s)
CRC VERIFIED 9195520/10514736 (2579.1s)
CRC VERIFIED 9199616/10514736 (2580.3s)
CRC VERIFIED 9203712/10514736 (2581.5s)
CRC VERIFIED 9207808/10514736 (2582.7s)
CRC VERIFIED 9211904/10514736 (2584.0s)
CRC VERIFIED 9216000/10514736 (2585.2s)
CRC VERIFIED 9220096/10514736 (2586.4s)
CRC VERIFIED 9224192/10514736 (2587.7s)
CRC VERIFIED 9228288/10514736 (2588.9s)
CRC VERIFIED 9232384/10514736 (2590.1s)
CRC VERIFIED 9236480/10514736 (2591.3s)
CRC VERIFIED 9240576/10514736 (2592.6s)
CRC VERIFIED 9244672/10514736 (2593.8s)
CRC VERIFIED 9248768/10514736 (2595.0s)
CRC VERIFIED 9252864/10514736 (2596.3s)
CRC VERIFIED 9256960/10514736 (2597.5s)
CRC VERIFIED 9261056/10514736 (2598.7s)
CRC VERIFIED 9265152/10514736 (2599.9s)
CRC VERIFIED 9269248/10514736 (2601.2s)
CRC VERIFIED 9273344/10514736 (2602.4s)
CRC VERIFIED 9277440/10514736 (2603.6s)
CRC VERIFIED 9281536/10514736 (2604.9s)
CRC VERIFIED 9285632/10514736 (2606.1s)
CRC VERIFIED 9289728/10514736 (2607.3s)
CRC VERIFIED 9293824/10514736 (2608.6s)
CRC VERIFIED 9297920/10514736 (2609.8s)
CRC VERIFIED 9302016/10514736 (2611.0s)
CRC VERIFIED 9306112/10514736 (2612.2s)
CRC VERIFIED 9310208/10514736 (2613.5s)
CRC VERIFIED 9314304/10514736 (2614.7s)
CRC VERIFIED 9318400/10514736 (2615.9s)
CRC VERIFIED 9322496/10514736 (2617.1s)
CRC VERIFIED 9326592/10514736 (2618.3s)
CRC VERIFIED 9330688/10514736 (2619.3s)
CRC VERIFIED 9334784/10514736 (2620.3s)
CRC VERIFIED 9338880/10514736 (2621.2s)
CRC VERIFIED 9342976/10514736 (2622.2s)
CRC VERIFIED 9347072/10514736 (2623.1s)
CRC VERIFIED 9351168/10514736 (2624.0s)
CRC VERIFIED 9355264/10514736 (2624.8s)
CRC VERIFIED 9359360/10514736 (2625.6s)
CRC VERIFIED 9363456/10514736 (2626.4s)
CRC VERIFIED 9367552/10514736 (2627.2s)
CRC VERIFIED 9371648/10514736 (2628.0s)
CRC VERIFIED 9375744/10514736 (2628.8s)
CRC VERIFIED 9379840/10514736 (2629.6s)
CRC VERIFIED 9383936/10514736 (2630.4s)
CRC VERIFIED 9388032/10514736 (2631.1s)
CRC VERIFIED 9392128/10514736 (2631.9s)
CRC VERIFIED 9396224/10514736 (2632.7s)
CRC VERIFIED 9400320/10514736 (2633.5s)
CRC VERIFIED 9404416/10514736 (2634.3s)
CRC VERIFIED 9408512/10514736 (2635.1s)
CRC VERIFIED 9412608/10514736 (2635.9s)
CRC VERIFIED 9416704/10514736 (2636.6s)
CRC VERIFIED 9420800/10514736 (2637.4s)
CRC VERIFIED 9424896/10514736 (2638.2s)
CRC VERIFIED 9428992/10514736 (2639.0s)
CRC VERIFIED 9433088/10514736 (2639.9s)
CRC VERIFIED 9437184/10514736 (2640.8s)
CRC VERIFIED 9441280/10514736 (2641.7s)
CRC VERIFIED 9445376/10514736 (2642.6s)
CRC VERIFIED 9449472/10514736 (2643.6s)
CRC VERIFIED 9453568/10514736 (2644.1s)
CRC VERIFIED 9457664/10514736 (2645.2s)
CRC VERIFIED 9461760/10514736 (2646.2s)
CRC VERIFIED 9465856/10514736 (2647.0s)
CRC VERIFIED 9469952/10514736 (2647.9s)
CRC VERIFIED 9474048/10514736 (2648.9s)
CRC VERIFIED 9478144/10514736 (2650.0s)
CRC VERIFIED 9482240/10514736 (2651.0s)
CRC VERIFIED 9486336/10514736 (2652.1s)
CRC VERIFIED 9490432/10514736 (2653.2s)
CRC VERIFIED 9494528/10514736 (2654.3s)
CRC VERIFIED 9498624/10514736 (2655.5s)
CRC VERIFIED 9502720/10514736 (2656.6s)
CRC VERIFIED 9506816/10514736 (2657.6s)
CRC VERIFIED 9510912/10514736 (2658.6s)
CRC VERIFIED 9515008/10514736 (2659.7s)
CRC VERIFIED 9519104/10514736 (2660.8s)
CRC VERIFIED 9523200/10514736 (2662.0s)
CRC VERIFIED 9527296/10514736 (2663.1s)
CRC VERIFIED 9531392/10514736 (2664.2s)
CRC VERIFIED 9535488/10514736 (2665.3s)
CRC VERIFIED 9539584/10514736 (2666.3s)
CRC VERIFIED 9543680/10514736 (2667.4s)
CRC VERIFIED 9547776/10514736 (2668.4s)
CRC VERIFIED 9551872/10514736 (2669.5s)
CRC VERIFIED 9555968/10514736 (2670.6s)
CRC VERIFIED 9560064/10514736 (2671.7s)
CRC VERIFIED 9564160/10514736 (2672.9s)
CRC VERIFIED 9568256/10514736 (2674.1s)
CRC VERIFIED 9572352/10514736 (2675.2s)
CRC VERIFIED 9576448/10514736 (2676.3s)
CRC VERIFIED 9580544/10514736 (2677.5s)
CRC VERIFIED 9584640/10514736 (2678.6s)
CRC VERIFIED 9588736/10514736 (2679.8s)
CRC VERIFIED 9592832/10514736 (2680.9s)
CRC VERIFIED 9596928/10514736 (2682.1s)
CRC VERIFIED 9601024/10514736 (2683.2s)
CRC VERIFIED 9605120/10514736 (2684.3s)
CRC VERIFIED 9609216/10514736 (2685.4s)
CRC VERIFIED 9613312/10514736 (2686.5s)
CRC VERIFIED 9617408/10514736 (2687.7s)
CRC VERIFIED 9621504/10514736 (2688.8s)
CRC VERIFIED 9625600/10514736 (2689.9s)
CRC VERIFIED 9629696/10514736 (2690.9s)
CRC VERIFIED 9633792/10514736 (2692.0s)
CRC VERIFIED 9637888/10514736 (2693.1s)
CRC VERIFIED 9641984/10514736 (2694.2s)
CRC VERIFIED 9646080/10514736 (2695.3s)
CRC VERIFIED 9650176/10514736 (2696.4s)
CRC VERIFIED 9654272/10514736 (2697.6s)
CRC VERIFIED 9658368/10514736 (2698.8s)
CRC VERIFIED 9662464/10514736 (2699.9s)
CRC VERIFIED 9666560/10514736 (2701.0s)
CRC VERIFIED 9670656/10514736 (2702.2s)
CRC VERIFIED 9674752/10514736 (2703.3s)
CRC VERIFIED 9678848/10514736 (2704.4s)
CRC VERIFIED 9682944/10514736 (2705.5s)
CRC VERIFIED 9687040/10514736 (2706.6s)
CRC VERIFIED 9691136/10514736 (2707.8s)
CRC VERIFIED 9695232/10514736 (2708.9s)
CRC VERIFIED 9699328/10514736 (2709.9s)
CRC VERIFIED 9703424/10514736 (2711.0s)
CRC VERIFIED 9707520/10514736 (2712.2s)
CRC VERIFIED 9711616/10514736 (2713.3s)
CRC VERIFIED 9715712/10514736 (2714.4s)
CRC VERIFIED 9719808/10514736 (2715.5s)
CRC VERIFIED 9723904/10514736 (2716.6s)
CRC VERIFIED 9728000/10514736 (2717.7s)
CRC VERIFIED 9732096/10514736 (2718.8s)
CRC VERIFIED 9736192/10514736 (2719.9s)
CRC VERIFIED 9740288/10514736 (2721.0s)
CRC VERIFIED 9744384/10514736 (2722.2s)
CRC VERIFIED 9748480/10514736 (2723.3s)
CRC VERIFIED 9752576/10514736 (2724.4s)
CRC VERIFIED 9756672/10514736 (2725.5s)
CRC VERIFIED 9760768/10514736 (2726.6s)
CRC VERIFIED 9764864/10514736 (2727.8s)
CRC VERIFIED 9768960/10514736 (2728.9s)
CRC VERIFIED 9773056/10514736 (2730.0s)
CRC VERIFIED 9777152/10514736 (2731.0s)
CRC VERIFIED 9781248/10514736 (2732.1s)
CRC VERIFIED 9785344/10514736 (2733.2s)
CRC VERIFIED 9789440/10514736 (2734.3s)
CRC VERIFIED 9793536/10514736 (2735.4s)
CRC VERIFIED 9797632/10514736 (2736.5s)
CRC VERIFIED 9801728/10514736 (2737.7s)
CRC VERIFIED 9805824/10514736 (2738.8s)
CRC VERIFIED 9809920/10514736 (2739.9s)
CRC VERIFIED 9814016/10514736 (2741.0s)
CRC VERIFIED 9818112/10514736 (2742.2s)
CRC VERIFIED 9822208/10514736 (2743.3s)
CRC VERIFIED 9826304/10514736 (2744.4s)
CRC VERIFIED 9830400/10514736 (2745.6s)
CRC VERIFIED 9834496/10514736 (2746.7s)
CRC VERIFIED 9838592/10514736 (2747.8s)
CRC VERIFIED 9842688/10514736 (2748.9s)
CRC VERIFIED 9846784/10514736 (2750.0s)
CRC VERIFIED 9850880/10514736 (2751.2s)
CRC VERIFIED 9854976/10514736 (2752.4s)
CRC VERIFIED 9859072/10514736 (2753.5s)
CRC VERIFIED 9863168/10514736 (2754.6s)
CRC VERIFIED 9867264/10514736 (2755.7s)
CRC VERIFIED 9871360/10514736 (2756.8s)
CRC VERIFIED 9875456/10514736 (2757.8s)
CRC VERIFIED 9879552/10514736 (2759.0s)
CRC VERIFIED 9883648/10514736 (2760.1s)
CRC VERIFIED 9887744/10514736 (2761.2s)
CRC VERIFIED 9891840/10514736 (2762.3s)
CRC VERIFIED 9895936/10514736 (2763.4s)
CRC VERIFIED 9900032/10514736 (2764.5s)
CRC VERIFIED 9904128/10514736 (2765.7s)
CRC VERIFIED 9908224/10514736 (2766.8s)
CRC VERIFIED 9912320/10514736 (2768.0s)
CRC VERIFIED 9916416/10514736 (2769.1s)
CRC VERIFIED 9920512/10514736 (2770.2s)
CRC VERIFIED 9924608/10514736 (2771.4s)
CRC VERIFIED 9928704/10514736 (2772.5s)
CRC VERIFIED 9932800/10514736 (2773.6s)
CRC VERIFIED 9936896/10514736 (2774.7s)
CRC VERIFIED 9940992/10514736 (2775.9s)
CRC VERIFIED 9945088/10514736 (2777.0s)
CRC VERIFIED 9949184/10514736 (2778.2s)
CRC VERIFIED 9953280/10514736 (2779.3s)
CRC VERIFIED 9957376/10514736 (2780.5s)
CRC VERIFIED 9961472/10514736 (2781.6s)
CRC VERIFIED 9965568/10514736 (2782.7s)
CRC VERIFIED 9969664/10514736 (2783.9s)
CRC VERIFIED 9973760/10514736 (2785.0s)
CRC VERIFIED 9977856/10514736 (2786.2s)
CRC VERIFIED 9981952/10514736 (2787.4s)
CRC VERIFIED 9986048/10514736 (2788.5s)
CRC VERIFIED 9990144/10514736 (2789.7s)
CRC VERIFIED 9994240/10514736 (2790.8s)
CRC VERIFIED 9998336/10514736 (2792.0s)
CRC VERIFIED 10002432/10514736 (2793.0s)
CRC VERIFIED 10006528/10514736 (2794.0s)
CRC VERIFIED 10010624/10514736 (2795.0s)
CRC VERIFIED 10014720/10514736 (2796.1s)
CRC VERIFIED 10018816/10514736 (2797.3s)
CRC VERIFIED 10022912/10514736 (2798.5s)
CRC VERIFIED 10027008/10514736 (2799.6s)
CRC VERIFIED 10031104/10514736 (2800.8s)
CRC VERIFIED 10035200/10514736 (2801.9s)
CRC VERIFIED 10039296/10514736 (2803.1s)
CRC VERIFIED 10043392/10514736 (2804.2s)
CRC VERIFIED 10047488/10514736 (2805.3s)
CRC VERIFIED 10051584/10514736 (2806.5s)
CRC VERIFIED 10055680/10514736 (2807.5s)
CRC VERIFIED 10059776/10514736 (2808.5s)
CRC VERIFIED 10063872/10514736 (2809.7s)
CRC VERIFIED 10067968/10514736 (2810.9s)
CRC VERIFIED 10072064/10514736 (2812.0s)
CRC VERIFIED 10076160/10514736 (2813.2s)
CRC VERIFIED 10080256/10514736 (2814.3s)
CRC VERIFIED 10084352/10514736 (2815.4s)
CRC VERIFIED 10088448/10514736 (2816.5s)
CRC VERIFIED 10092544/10514736 (2817.7s)
CRC VERIFIED 10096640/10514736 (2818.8s)
CRC VERIFIED 10100736/10514736 (2819.9s)
CRC VERIFIED 10104832/10514736 (2821.1s)
CRC VERIFIED 10108928/10514736 (2822.2s)
CRC VERIFIED 10113024/10514736 (2823.3s)
CRC VERIFIED 10117120/10514736 (2824.3s)
CRC VERIFIED 10121216/10514736 (2825.4s)
CRC VERIFIED 10125312/10514736 (2826.5s)
CRC VERIFIED 10129408/10514736 (2827.6s)
CRC VERIFIED 10133504/10514736 (2828.7s)
CRC VERIFIED 10137600/10514736 (2829.8s)
CRC VERIFIED 10141696/10514736 (2831.0s)
CRC VERIFIED 10145792/10514736 (2832.0s)
CRC VERIFIED 10149888/10514736 (2833.2s)
CRC VERIFIED 10153984/10514736 (2834.3s)
CRC VERIFIED 10158080/10514736 (2835.5s)
CRC VERIFIED 10162176/10514736 (2836.7s)
CRC VERIFIED 10166272/10514736 (2837.9s)
CRC VERIFIED 10170368/10514736 (2839.1s)
CRC VERIFIED 10174464/10514736 (2840.3s)
CRC VERIFIED 10178560/10514736 (2841.5s)
CRC VERIFIED 10182656/10514736 (2842.7s)
CRC VERIFIED 10186752/10514736 (2843.8s)
CRC VERIFIED 10190848/10514736 (2845.0s)
CRC VERIFIED 10194944/10514736 (2846.1s)
CRC VERIFIED 10199040/10514736 (2847.3s)
CRC VERIFIED 10203136/10514736 (2848.6s)
CRC VERIFIED 10207232/10514736 (2849.8s)
CRC VERIFIED 10211328/10514736 (2850.9s)
CRC VERIFIED 10215424/10514736 (2852.1s)
CRC VERIFIED 10219520/10514736 (2853.3s)
CRC VERIFIED 10223616/10514736 (2854.4s)
CRC VERIFIED 10227712/10514736 (2855.5s)
CRC VERIFIED 10231808/10514736 (2856.7s)
CRC VERIFIED 10235904/10514736 (2857.8s)
CRC VERIFIED 10240000/10514736 (2859.0s)
CRC VERIFIED 10244096/10514736 (2860.2s)
CRC VERIFIED 10248192/10514736 (2861.4s)
CRC VERIFIED 10252288/10514736 (2862.5s)
CRC VERIFIED 10256384/10514736 (2863.7s)
CRC VERIFIED 10260480/10514736 (2864.8s)
CRC VERIFIED 10264576/10514736 (2866.0s)
CRC VERIFIED 10268672/10514736 (2867.1s)
CRC VERIFIED 10272768/10514736 (2868.3s)
CRC VERIFIED 10276864/10514736 (2869.5s)
CRC VERIFIED 10280960/10514736 (2870.6s)
CRC VERIFIED 10285056/10514736 (2871.8s)
CRC VERIFIED 10289152/10514736 (2873.0s)
CRC VERIFIED 10293248/10514736 (2874.2s)
CRC VERIFIED 10297344/10514736 (2875.4s)
CRC VERIFIED 10301440/10514736 (2876.6s)
CRC VERIFIED 10305536/10514736 (2877.7s)
CRC VERIFIED 10309632/10514736 (2879.0s)
CRC VERIFIED 10313728/10514736 (2880.2s)
CRC VERIFIED 10317824/10514736 (2881.3s)
CRC VERIFIED 10321920/10514736 (2882.6s)
CRC VERIFIED 10326016/10514736 (2883.7s)
CRC VERIFIED 10330112/10514736 (2884.9s)
CRC VERIFIED 10334208/10514736 (2886.1s)
CRC VERIFIED 10338304/10514736 (2887.3s)
CRC VERIFIED 10342400/10514736 (2888.5s)
CRC VERIFIED 10346496/10514736 (2889.7s)
CRC VERIFIED 10350592/10514736 (2890.8s)
CRC VERIFIED 10354688/10514736 (2892.0s)
CRC VERIFIED 10358784/10514736 (2893.2s)
CRC VERIFIED 10362880/10514736 (2894.4s)
CRC VERIFIED 10366976/10514736 (2895.6s)
CRC VERIFIED 10371072/10514736 (2896.8s)
CRC VERIFIED 10375168/10514736 (2898.0s)
CRC VERIFIED 10379264/10514736 (2899.2s)
CRC VERIFIED 10383360/10514736 (2900.4s)
CRC VERIFIED 10387456/10514736 (2901.6s)
CRC VERIFIED 10391552/10514736 (2902.8s)
CRC VERIFIED 10395648/10514736 (2904.0s)
CRC VERIFIED 10399744/10514736 (2905.2s)
CRC VERIFIED 10403840/10514736 (2906.4s)
CRC VERIFIED 10407936/10514736 (2907.6s)
CRC VERIFIED 10412032/10514736 (2908.8s)
CRC VERIFIED 10416128/10514736 (2910.0s)
CRC VERIFIED 10420224/10514736 (2911.2s)
CRC VERIFIED 10424320/10514736 (2912.5s)
CRC VERIFIED 10428416/10514736 (2913.7s)
CRC VERIFIED 10432512/10514736 (2914.3s)
CRC VERIFIED 10436608/10514736 (2914.8s)
CRC VERIFIED 10440704/10514736 (2916.0s)
CRC VERIFIED 10444800/10514736 (2917.1s)
CRC VERIFIED 10448896/10514736 (2918.3s)
CRC VERIFIED 10452992/10514736 (2919.3s)
CRC VERIFIED 10457088/10514736 (2920.5s)
CRC VERIFIED 10461184/10514736 (2921.7s)
CRC VERIFIED 10465280/10514736 (2922.9s)
CRC VERIFIED 10469376/10514736 (2924.1s)
CRC VERIFIED 10473472/10514736 (2925.2s)
CRC VERIFIED 10477568/10514736 (2926.2s)
CRC VERIFIED 10481664/10514736 (2926.7s)
CRC VERIFIED 10485760/10514736 (2927.1s)
CRC VERIFIED 10489856/10514736 (2928.1s)
CRC VERIFIED 10493952/10514736 (2929.0s)
CRC VERIFIED 10498048/10514736 (2929.9s)
CRC VERIFIED 10502144/10514736 (2930.4s)
CRC VERIFIED 10506240/10514736 (2930.7s)
CRC VERIFIED 10510336/10514736 (2931.5s)
CRC VERIFIED 10514432/10514736 (2932.3s)
CRC VERIFIED 10514736/10514736 (2932.5s)
STAGE SWT6621S_DRAM_SDIO.bin 0x50000000 193224
CRC VERIFIED 4096/193224 (2932.6s)
CRC VERIFIED 8192/193224 (2932.6s)
CRC VERIFIED 12288/193224 (2932.6s)
CRC VERIFIED 16384/193224 (2932.6s)
CRC VERIFIED 20480/193224 (2932.6s)
CRC VERIFIED 24576/193224 (2932.6s)
CRC VERIFIED 28672/193224 (2932.7s)
CRC VERIFIED 32768/193224 (2932.7s)
CRC VERIFIED 36864/193224 (2932.7s)
CRC VERIFIED 40960/193224 (2932.7s)
CRC VERIFIED 45056/193224 (2932.7s)
CRC VERIFIED 49152/193224 (2932.7s)
CRC VERIFIED 53248/193224 (2932.8s)
CRC VERIFIED 57344/193224 (2932.8s)
CRC VERIFIED 61440/193224 (2932.8s)
CRC VERIFIED 65536/193224 (2932.8s)
CRC VERIFIED 69632/193224 (2932.8s)
CRC VERIFIED 73728/193224 (2932.8s)
CRC VERIFIED 77824/193224 (2932.8s)
CRC VERIFIED 81920/193224 (2932.9s)
CRC VERIFIED 86016/193224 (2932.9s)
CRC VERIFIED 90112/193224 (2932.9s)
CRC VERIFIED 94208/193224 (2932.9s)
CRC VERIFIED 98304/193224 (2932.9s)
CRC VERIFIED 102400/193224 (2932.9s)
CRC VERIFIED 106496/193224 (2933.0s)
CRC VERIFIED 110592/193224 (2933.0s)
CRC VERIFIED 114688/193224 (2933.0s)
CRC VERIFIED 118784/193224 (2933.0s)
CRC VERIFIED 122880/193224 (2933.0s)
CRC VERIFIED 126976/193224 (2933.0s)
CRC VERIFIED 131072/193224 (2933.1s)
CRC VERIFIED 135168/193224 (2933.1s)
CRC VERIFIED 139264/193224 (2933.1s)
CRC VERIFIED 143360/193224 (2933.1s)
CRC VERIFIED 147456/193224 (2933.1s)
CRC VERIFIED 151552/193224 (2933.1s)
CRC VERIFIED 155648/193224 (2933.2s)
CRC VERIFIED 159744/193224 (2933.2s)
CRC VERIFIED 163840/193224 (2933.2s)
CRC VERIFIED 167936/193224 (2933.2s)
CRC VERIFIED 172032/193224 (2933.2s)
CRC VERIFIED 176128/193224 (2933.2s)
CRC VERIFIED 180224/193224 (2933.2s)
CRC VERIFIED 184320/193224 (2933.3s)
CRC VERIFIED 188416/193224 (2933.3s)
CRC VERIFIED 192512/193224 (2933.3s)
CRC VERIFIED 193224/193224 (2933.3s)
STAGE SWT6621S_IRAM_SDIO.bin 0x50100000 356616
CRC VERIFIED 4096/356616 (2933.3s)
CRC VERIFIED 8192/356616 (2933.4s)
CRC VERIFIED 12288/356616 (2933.4s)
CRC VERIFIED 16384/356616 (2933.4s)
CRC VERIFIED 20480/356616 (2933.4s)
CRC VERIFIED 24576/356616 (2933.4s)
CRC VERIFIED 28672/356616 (2933.4s)
CRC VERIFIED 32768/356616 (2933.5s)
CRC VERIFIED 36864/356616 (2933.5s)
CRC VERIFIED 40960/356616 (2933.5s)
CRC VERIFIED 45056/356616 (2933.5s)
CRC VERIFIED 49152/356616 (2933.5s)
CRC VERIFIED 53248/356616 (2933.5s)
CRC VERIFIED 57344/356616 (2933.5s)
CRC VERIFIED 61440/356616 (2933.6s)
CRC VERIFIED 65536/356616 (2933.6s)
CRC VERIFIED 69632/356616 (2933.6s)
CRC VERIFIED 73728/356616 (2933.6s)
CRC VERIFIED 77824/356616 (2933.6s)
CRC VERIFIED 81920/356616 (2933.6s)
CRC VERIFIED 86016/356616 (2933.7s)
CRC VERIFIED 90112/356616 (2933.7s)
CRC VERIFIED 94208/356616 (2933.7s)
CRC VERIFIED 98304/356616 (2933.7s)
CRC VERIFIED 102400/356616 (2933.7s)
CRC VERIFIED 106496/356616 (2933.7s)
CRC VERIFIED 110592/356616 (2933.8s)
CRC VERIFIED 114688/356616 (2933.8s)
CRC VERIFIED 118784/356616 (2933.8s)
CRC VERIFIED 122880/356616 (2933.8s)
CRC VERIFIED 126976/356616 (2933.8s)
CRC VERIFIED 131072/356616 (2933.8s)
CRC VERIFIED 135168/356616 (2933.8s)
CRC VERIFIED 139264/356616 (2933.9s)
CRC VERIFIED 143360/356616 (2933.9s)
CRC VERIFIED 147456/356616 (2933.9s)
CRC VERIFIED 151552/356616 (2933.9s)
CRC VERIFIED 155648/356616 (2933.9s)
CRC VERIFIED 159744/356616 (2933.9s)
CRC VERIFIED 163840/356616 (2934.0s)
CRC VERIFIED 167936/356616 (2934.0s)
CRC VERIFIED 172032/356616 (2934.0s)
CRC VERIFIED 176128/356616 (2934.0s)
CRC VERIFIED 180224/356616 (2934.0s)
CRC VERIFIED 184320/356616 (2934.0s)
CRC VERIFIED 188416/356616 (2934.0s)
CRC VERIFIED 192512/356616 (2934.1s)
CRC VERIFIED 196608/356616 (2934.1s)
CRC VERIFIED 200704/356616 (2934.1s)
CRC VERIFIED 204800/356616 (2934.1s)
CRC VERIFIED 208896/356616 (2934.1s)
CRC VERIFIED 212992/356616 (2934.1s)
CRC VERIFIED 217088/356616 (2934.2s)
CRC VERIFIED 221184/356616 (2934.2s)
CRC VERIFIED 225280/356616 (2934.2s)
CRC VERIFIED 229376/356616 (2934.2s)
CRC VERIFIED 233472/356616 (2934.2s)
CRC VERIFIED 237568/356616 (2934.2s)
CRC VERIFIED 241664/356616 (2934.2s)
CRC VERIFIED 245760/356616 (2934.3s)
CRC VERIFIED 249856/356616 (2934.3s)
CRC VERIFIED 253952/356616 (2934.3s)
CRC VERIFIED 258048/356616 (2934.3s)
CRC VERIFIED 262144/356616 (2934.3s)
CRC VERIFIED 266240/356616 (2934.3s)
CRC VERIFIED 270336/356616 (2934.4s)
CRC VERIFIED 274432/356616 (2934.4s)
CRC VERIFIED 278528/356616 (2934.4s)
CRC VERIFIED 282624/356616 (2934.4s)
CRC VERIFIED 286720/356616 (2934.4s)
CRC VERIFIED 290816/356616 (2934.4s)
CRC VERIFIED 294912/356616 (2934.5s)
CRC VERIFIED 299008/356616 (2934.5s)
CRC VERIFIED 303104/356616 (2934.5s)
CRC VERIFIED 307200/356616 (2934.5s)
CRC VERIFIED 311296/356616 (2934.5s)
CRC VERIFIED 315392/356616 (2934.5s)
CRC VERIFIED 319488/356616 (2934.5s)
CRC VERIFIED 323584/356616 (2934.6s)
CRC VERIFIED 327680/356616 (2934.6s)
CRC VERIFIED 331776/356616 (2934.6s)
CRC VERIFIED 335872/356616 (2934.6s)
CRC VERIFIED 339968/356616 (2934.6s)
CRC VERIFIED 344064/356616 (2934.6s)
CRC VERIFIED 348160/356616 (2934.7s)
CRC VERIFIED 352256/356616 (2934.7s)
CRC VERIFIED 356352/356616 (2934.7s)
CRC VERIFIED 356616/356616 (2934.7s)
STAGE Bluetooth NVDS 0x50180000 40
CRC VERIFIED 40/40 (2934.7s)
STAGE Wi-Fi calibration 0x50190000 2376
CRC VERIFIED 2376/2376 (2934.8s)
PASS: FULL IMAGE, TWO FIRMWARE CRCs AND DTB VERIFIED
booti 40400000 - 48300000

Fdt Ramdisk skip relocation

## Flattened Device Tree blob at 0x48300000

   Booting using the fdt blob at 0x48300000

   Using Device Tree in place at 0000000048300000, end 0000000048326532

No resource file: logo_kernel.bmp

VP0 fail to load kernel logo

## reserved-memory:

  ramoops@40110000: addr=40110000 size=e0000

Adding bank: 0x40200000 - 0x48400000 (size: 0x08200000)

Adding bank: 0x49400000 - 0x100000000 (size: 0xb6c00000)

Adding bank: 0x100000000 - 0x140000000 (size: 0x40000000)

Total: 2946227.669/2946580.942 ms



Starting kernel ...



- Ready to Boot Primary CPU

RK3576 HCR_EL2=0000000008000032

RK3576 SCTLR_EL1=0000000030d00800

- Boot from EL2

- Boot from EL1

- Boot to C runtime for OS Initialize

[CPU0] arm64_chip_boot: RK3576: MMU enabled

[CPU0] rk3576_uart6_initialize: UART6 M0: 115200 8N1, internal loopback PASS, IRQ114 ttyS1

I/TC: Secondary CPU 1 initializing

I/TC: Secondary CPU 1 switching to normal world boot



