IMAGE 10514736 522047a5f8d6197ea0285227e581f3bce06e04ed23fb101af3dadc61b4f6fdd2
CRC VERIFIED 8941568/10514736 (2617.5s)
CRC VERIFIED 8945664/10514736 (2618.7s)
CRC VERIFIED 8949760/10514736 (2619.9s)
CRC VERIFIED 8953856/10514736 (2621.1s)
CRC VERIFIED 8957952/10514736 (2622.3s)
CRC VERIFIED 8962048/10514736 (2623.5s)
CRC VERIFIED 8966144/10514736 (2624.7s)
CRC VERIFIED 8970240/10514736 (2625.9s)
CRC VERIFIED 8974336/10514736 (2627.1s)
CRC VERIFIED 8978432/10514736 (2628.3s)
CRC VERIFIED 8982528/10514736 (2629.5s)
CRC VERIFIED 8986624/10514736 (2630.7s)
CRC VERIFIED 8990720/10514736 (2631.9s)
CRC VERIFIED 8994816/10514736 (2633.1s)
CRC VERIFIED 8998912/10514736 (2634.3s)
CRC VERIFIED 9003008/10514736 (2635.5s)
CRC VERIFIED 9007104/10514736 (2636.7s)
CRC VERIFIED 9011200/10514736 (2637.9s)
CRC VERIFIED 9015296/10514736 (2639.1s)
CRC VERIFIED 9019392/10514736 (2640.2s)
CRC VERIFIED 9023488/10514736 (2641.4s)
CRC VERIFIED 9027584/10514736 (2642.6s)
CRC VERIFIED 9031680/10514736 (2643.8s)
CRC VERIFIED 9035776/10514736 (2645.0s)
CRC VERIFIED 9039872/10514736 (2646.2s)
CRC VERIFIED 9043968/10514736 (2647.5s)
CRC VERIFIED 9048064/10514736 (2648.6s)
CRC VERIFIED 9052160/10514736 (2649.8s)
CRC VERIFIED 9056256/10514736 (2651.0s)
CRC VERIFIED 9060352/10514736 (2652.2s)
CRC VERIFIED 9064448/10514736 (2653.4s)
CRC VERIFIED 9068544/10514736 (2654.7s)
CRC VERIFIED 9072640/10514736 (2655.9s)
CRC VERIFIED 9076736/10514736 (2657.1s)
CRC VERIFIED 9080832/10514736 (2658.3s)
CRC VERIFIED 9084928/10514736 (2659.5s)
CRC VERIFIED 9089024/10514736 (2660.7s)
CRC VERIFIED 9093120/10514736 (2661.9s)
CRC VERIFIED 9097216/10514736 (2663.1s)
CRC VERIFIED 9101312/10514736 (2664.3s)
CRC VERIFIED 9105408/10514736 (2665.5s)
CRC VERIFIED 9109504/10514736 (2666.7s)
CRC VERIFIED 9113600/10514736 (2667.9s)
CRC VERIFIED 9117696/10514736 (2669.1s)
CRC VERIFIED 9121792/10514736 (2670.3s)
CRC VERIFIED 9125888/10514736 (2671.5s)
CRC VERIFIED 9129984/10514736 (2672.7s)
CRC VERIFIED 9134080/10514736 (2673.9s)
CRC VERIFIED 9138176/10514736 (2675.1s)
CRC VERIFIED 9142272/10514736 (2676.3s)
CRC VERIFIED 9146368/10514736 (2677.5s)
CRC VERIFIED 9150464/10514736 (2678.7s)
CRC VERIFIED 9154560/10514736 (2679.9s)
CRC VERIFIED 9158656/10514736 (2681.1s)
CRC VERIFIED 9162752/10514736 (2682.3s)
CRC VERIFIED 9166848/10514736 (2683.5s)
CRC VERIFIED 9170944/10514736 (2684.8s)
CRC VERIFIED 9175040/10514736 (2686.0s)
CRC VERIFIED 9179136/10514736 (2687.3s)
CRC VERIFIED 9183232/10514736 (2688.5s)
CRC VERIFIED 9187328/10514736 (2689.7s)
CRC VERIFIED 9191424/10514736 (2690.9s)
CRC VERIFIED 9195520/10514736 (2692.2s)
CRC VERIFIED 9199616/10514736 (2693.3s)
CRC VERIFIED 9203712/10514736 (2694.6s)
CRC VERIFIED 9207808/10514736 (2695.8s)
CRC VERIFIED 9211904/10514736 (2697.0s)
CRC VERIFIED 9216000/10514736 (2698.2s)
CRC VERIFIED 9220096/10514736 (2699.4s)
CRC VERIFIED 9224192/10514736 (2700.6s)
CRC VERIFIED 9228288/10514736 (2701.8s)
CRC VERIFIED 9232384/10514736 (2703.0s)
CRC VERIFIED 9236480/10514736 (2704.2s)
CRC VERIFIED 9240576/10514736 (2705.4s)
CRC VERIFIED 9244672/10514736 (2706.6s)
CRC VERIFIED 9248768/10514736 (2707.8s)
CRC VERIFIED 9252864/10514736 (2709.0s)
CRC VERIFIED 9256960/10514736 (2710.2s)
CRC VERIFIED 9261056/10514736 (2711.4s)
CRC VERIFIED 9265152/10514736 (2712.7s)
CRC VERIFIED 9269248/10514736 (2713.9s)
CRC VERIFIED 9273344/10514736 (2715.1s)
CRC VERIFIED 9277440/10514736 (2716.3s)
CRC VERIFIED 9281536/10514736 (2717.5s)
CRC VERIFIED 9285632/10514736 (2718.7s)
CRC VERIFIED 9289728/10514736 (2719.9s)
CRC VERIFIED 9293824/10514736 (2721.1s)
CRC VERIFIED 9297920/10514736 (2722.3s)
CRC VERIFIED 9302016/10514736 (2723.5s)
CRC VERIFIED 9306112/10514736 (2724.7s)
CRC VERIFIED 9310208/10514736 (2725.9s)
CRC VERIFIED 9314304/10514736 (2727.1s)
CRC VERIFIED 9318400/10514736 (2728.2s)
CRC VERIFIED 9322496/10514736 (2729.4s)
CRC VERIFIED 9326592/10514736 (2730.6s)
CRC VERIFIED 9330688/10514736 (2731.6s)
CRC VERIFIED 9334784/10514736 (2732.6s)
CRC VERIFIED 9338880/10514736 (2733.5s)
CRC VERIFIED 9342976/10514736 (2734.4s)
CRC VERIFIED 9347072/10514736 (2735.3s)
CRC VERIFIED 9351168/10514736 (2736.2s)
CRC VERIFIED 9355264/10514736 (2737.0s)
CRC VERIFIED 9359360/10514736 (2737.8s)
CRC VERIFIED 9363456/10514736 (2738.6s)
CRC VERIFIED 9367552/10514736 (2739.4s)
CRC VERIFIED 9371648/10514736 (2740.2s)
CRC VERIFIED 9375744/10514736 (2741.0s)
CRC VERIFIED 9379840/10514736 (2741.8s)
CRC VERIFIED 9383936/10514736 (2742.6s)
CRC VERIFIED 9388032/10514736 (2743.3s)
CRC VERIFIED 9392128/10514736 (2744.0s)
CRC VERIFIED 9396224/10514736 (2744.8s)
CRC VERIFIED 9400320/10514736 (2745.6s)
CRC VERIFIED 9404416/10514736 (2746.4s)
CRC VERIFIED 9408512/10514736 (2747.2s)
CRC VERIFIED 9412608/10514736 (2748.0s)
CRC VERIFIED 9416704/10514736 (2748.8s)
CRC VERIFIED 9420800/10514736 (2749.6s)
CRC VERIFIED 9424896/10514736 (2750.4s)
CRC VERIFIED 9428992/10514736 (2751.2s)
CRC VERIFIED 9433088/10514736 (2752.0s)
CRC VERIFIED 9437184/10514736 (2752.9s)
CRC VERIFIED 9441280/10514736 (2753.8s)
CRC VERIFIED 9445376/10514736 (2754.8s)
CRC VERIFIED 9449472/10514736 (2755.8s)
CRC VERIFIED 9453568/10514736 (2756.3s)
CRC VERIFIED 9457664/10514736 (2757.3s)
CRC VERIFIED 9461760/10514736 (2758.4s)
CRC VERIFIED 9465856/10514736 (2759.1s)
CRC VERIFIED 9469952/10514736 (2760.0s)
CRC VERIFIED 9474048/10514736 (2761.0s)
CRC VERIFIED 9478144/10514736 (2762.1s)
CRC VERIFIED 9482240/10514736 (2763.2s)
CRC VERIFIED 9486336/10514736 (2764.3s)
CRC VERIFIED 9490432/10514736 (2765.4s)
CRC VERIFIED 9494528/10514736 (2766.5s)
CRC VERIFIED 9498624/10514736 (2767.7s)
CRC VERIFIED 9502720/10514736 (2768.8s)
CRC VERIFIED 9506816/10514736 (2769.8s)
CRC VERIFIED 9510912/10514736 (2770.9s)
CRC VERIFIED 9515008/10514736 (2772.0s)
CRC VERIFIED 9519104/10514736 (2773.1s)
CRC VERIFIED 9523200/10514736 (2774.2s)
CRC VERIFIED 9527296/10514736 (2775.3s)
CRC VERIFIED 9531392/10514736 (2776.4s)
CRC VERIFIED 9535488/10514736 (2777.6s)
CRC VERIFIED 9539584/10514736 (2778.6s)
CRC VERIFIED 9543680/10514736 (2779.7s)
CRC VERIFIED 9547776/10514736 (2780.8s)
CRC VERIFIED 9551872/10514736 (2781.9s)
CRC VERIFIED 9555968/10514736 (2783.1s)
CRC VERIFIED 9560064/10514736 (2784.2s)
CRC VERIFIED 9564160/10514736 (2785.4s)
CRC VERIFIED 9568256/10514736 (2786.5s)
CRC VERIFIED 9572352/10514736 (2787.6s)
CRC VERIFIED 9576448/10514736 (2788.8s)
CRC VERIFIED 9580544/10514736 (2789.9s)
CRC VERIFIED 9584640/10514736 (2791.1s)
CRC VERIFIED 9588736/10514736 (2792.2s)
CRC VERIFIED 9592832/10514736 (2793.4s)
CRC VERIFIED 9596928/10514736 (2794.5s)
CRC VERIFIED 9601024/10514736 (2795.6s)
CRC VERIFIED 9605120/10514736 (2796.7s)
CRC VERIFIED 9609216/10514736 (2797.8s)
CRC VERIFIED 9613312/10514736 (2798.9s)
CRC VERIFIED 9617408/10514736 (2800.0s)
CRC VERIFIED 9621504/10514736 (2801.1s)
CRC VERIFIED 9625600/10514736 (2802.2s)
CRC VERIFIED 9629696/10514736 (2803.4s)
CRC VERIFIED 9633792/10514736 (2804.5s)
CRC VERIFIED 9637888/10514736 (2805.5s)
CRC VERIFIED 9641984/10514736 (2806.6s)
CRC VERIFIED 9646080/10514736 (2807.7s)
CRC VERIFIED 9650176/10514736 (2808.8s)
CRC VERIFIED 9654272/10514736 (2810.0s)
CRC VERIFIED 9658368/10514736 (2811.1s)
CRC VERIFIED 9662464/10514736 (2812.2s)
CRC VERIFIED 9666560/10514736 (2813.3s)
CRC VERIFIED 9670656/10514736 (2814.4s)
CRC VERIFIED 9674752/10514736 (2815.6s)
CRC VERIFIED 9678848/10514736 (2816.7s)
CRC VERIFIED 9682944/10514736 (2817.7s)
CRC VERIFIED 9687040/10514736 (2818.8s)
CRC VERIFIED 9691136/10514736 (2820.0s)
CRC VERIFIED 9695232/10514736 (2821.0s)
CRC VERIFIED 9699328/10514736 (2822.1s)
CRC VERIFIED 9703424/10514736 (2823.1s)
CRC VERIFIED 9707520/10514736 (2824.3s)
CRC VERIFIED 9711616/10514736 (2825.5s)
CRC VERIFIED 9715712/10514736 (2826.5s)
CRC VERIFIED 9719808/10514736 (2827.6s)
CRC VERIFIED 9723904/10514736 (2828.7s)
CRC VERIFIED 9728000/10514736 (2829.8s)
CRC VERIFIED 9732096/10514736 (2831.0s)
CRC VERIFIED 9736192/10514736 (2832.1s)
CRC VERIFIED 9740288/10514736 (2833.2s)
CRC VERIFIED 9744384/10514736 (2834.3s)
CRC VERIFIED 9748480/10514736 (2835.4s)
CRC VERIFIED 9752576/10514736 (2836.5s)
CRC VERIFIED 9756672/10514736 (2837.6s)
CRC VERIFIED 9760768/10514736 (2838.8s)
CRC VERIFIED 9764864/10514736 (2839.9s)
CRC VERIFIED 9768960/10514736 (2841.0s)
CRC VERIFIED 9773056/10514736 (2842.0s)
CRC VERIFIED 9777152/10514736 (2843.1s)
CRC VERIFIED 9781248/10514736 (2844.2s)
CRC VERIFIED 9785344/10514736 (2845.2s)
CRC VERIFIED 9789440/10514736 (2846.4s)
CRC VERIFIED 9793536/10514736 (2847.5s)
CRC VERIFIED 9797632/10514736 (2848.6s)
CRC VERIFIED 9801728/10514736 (2849.7s)
CRC VERIFIED 9805824/10514736 (2850.8s)
CRC VERIFIED 9809920/10514736 (2851.9s)
CRC VERIFIED 9814016/10514736 (2853.1s)
CRC VERIFIED 9818112/10514736 (2854.2s)
CRC VERIFIED 9822208/10514736 (2855.3s)
CRC VERIFIED 9826304/10514736 (2856.5s)
CRC VERIFIED 9830400/10514736 (2857.6s)
CRC VERIFIED 9834496/10514736 (2858.7s)
CRC VERIFIED 9838592/10514736 (2859.9s)
CRC VERIFIED 9842688/10514736 (2861.0s)
CRC VERIFIED 9846784/10514736 (2862.1s)
CRC VERIFIED 9850880/10514736 (2863.2s)
CRC VERIFIED 9854976/10514736 (2864.4s)
CRC VERIFIED 9859072/10514736 (2865.5s)
CRC VERIFIED 9863168/10514736 (2866.6s)
CRC VERIFIED 9867264/10514736 (2867.7s)
CRC VERIFIED 9871360/10514736 (2868.8s)
CRC VERIFIED 9875456/10514736 (2869.8s)
CRC VERIFIED 9879552/10514736 (2870.9s)
CRC VERIFIED 9883648/10514736 (2872.0s)
CRC VERIFIED 9887744/10514736 (2873.1s)
CRC VERIFIED 9891840/10514736 (2874.2s)
CRC VERIFIED 9895936/10514736 (2875.3s)
CRC VERIFIED 9900032/10514736 (2876.4s)
CRC VERIFIED 9904128/10514736 (2877.5s)
CRC VERIFIED 9908224/10514736 (2878.7s)
CRC VERIFIED 9912320/10514736 (2879.8s)
CRC VERIFIED 9916416/10514736 (2880.9s)
CRC VERIFIED 9920512/10514736 (2882.0s)
CRC VERIFIED 9924608/10514736 (2883.2s)
CRC VERIFIED 9928704/10514736 (2884.3s)
CRC VERIFIED 9932800/10514736 (2885.3s)
CRC VERIFIED 9936896/10514736 (2886.4s)
CRC VERIFIED 9940992/10514736 (2887.6s)
CRC VERIFIED 9945088/10514736 (2888.7s)
CRC VERIFIED 9949184/10514736 (2889.8s)
CRC VERIFIED 9953280/10514736 (2891.0s)
CRC VERIFIED 9957376/10514736 (2892.1s)
CRC VERIFIED 9961472/10514736 (2893.2s)
CRC VERIFIED 9965568/10514736 (2894.3s)
CRC VERIFIED 9969664/10514736 (2895.4s)
CRC VERIFIED 9973760/10514736 (2896.6s)
CRC VERIFIED 9977856/10514736 (2897.7s)
CRC VERIFIED 9981952/10514736 (2898.9s)
CRC VERIFIED 9986048/10514736 (2900.0s)
CRC VERIFIED 9990144/10514736 (2901.2s)
CRC VERIFIED 9994240/10514736 (2902.3s)
CRC VERIFIED 9998336/10514736 (2903.4s)
CRC VERIFIED 10002432/10514736 (2904.5s)
CRC VERIFIED 10006528/10514736 (2905.5s)
CRC VERIFIED 10010624/10514736 (2906.6s)
CRC VERIFIED 10014720/10514736 (2907.7s)
CRC VERIFIED 10018816/10514736 (2908.9s)
CRC VERIFIED 10022912/10514736 (2910.0s)
CRC VERIFIED 10027008/10514736 (2911.2s)
CRC VERIFIED 10031104/10514736 (2912.4s)
CRC VERIFIED 10035200/10514736 (2913.5s)
CRC VERIFIED 10039296/10514736 (2914.6s)
CRC VERIFIED 10043392/10514736 (2915.7s)
CRC VERIFIED 10047488/10514736 (2916.8s)
CRC VERIFIED 10051584/10514736 (2918.0s)
CRC VERIFIED 10055680/10514736 (2919.0s)
CRC VERIFIED 10059776/10514736 (2920.2s)
CRC VERIFIED 10063872/10514736 (2921.3s)
CRC VERIFIED 10067968/10514736 (2922.5s)
CRC VERIFIED 10072064/10514736 (2923.6s)
CRC VERIFIED 10076160/10514736 (2924.7s)
CRC VERIFIED 10080256/10514736 (2925.9s)
CRC VERIFIED 10084352/10514736 (2927.0s)
CRC VERIFIED 10088448/10514736 (2928.1s)
CRC VERIFIED 10092544/10514736 (2929.2s)
CRC VERIFIED 10096640/10514736 (2930.3s)
CRC VERIFIED 10100736/10514736 (2931.4s)
CRC VERIFIED 10104832/10514736 (2932.5s)
CRC VERIFIED 10108928/10514736 (2933.7s)
CRC VERIFIED 10113024/10514736 (2934.7s)
CRC VERIFIED 10117120/10514736 (2935.9s)
CRC VERIFIED 10121216/10514736 (2937.0s)
CRC VERIFIED 10125312/10514736 (2938.2s)
CRC VERIFIED 10129408/10514736 (2939.3s)
CRC VERIFIED 10133504/10514736 (2940.3s)
CRC VERIFIED 10137600/10514736 (2941.4s)
CRC VERIFIED 10141696/10514736 (2942.6s)
CRC VERIFIED 10145792/10514736 (2943.7s)
CRC VERIFIED 10149888/10514736 (2944.8s)
CRC VERIFIED 10153984/10514736 (2946.0s)
CRC VERIFIED 10158080/10514736 (2947.2s)
CRC VERIFIED 10162176/10514736 (2948.3s)
CRC VERIFIED 10166272/10514736 (2949.5s)
CRC VERIFIED 10170368/10514736 (2950.7s)
CRC VERIFIED 10174464/10514736 (2951.8s)
CRC VERIFIED 10178560/10514736 (2953.0s)
CRC VERIFIED 10182656/10514736 (2954.2s)
CRC VERIFIED 10186752/10514736 (2955.3s)
CRC VERIFIED 10190848/10514736 (2956.5s)
CRC VERIFIED 10194944/10514736 (2957.7s)
CRC VERIFIED 10199040/10514736 (2958.9s)
CRC VERIFIED 10203136/10514736 (2960.1s)
CRC VERIFIED 10207232/10514736 (2961.3s)
CRC VERIFIED 10211328/10514736 (2962.4s)
CRC VERIFIED 10215424/10514736 (2963.6s)
CRC VERIFIED 10219520/10514736 (2964.8s)
CRC VERIFIED 10223616/10514736 (2965.9s)
CRC VERIFIED 10227712/10514736 (2967.1s)
CRC VERIFIED 10231808/10514736 (2968.3s)
CRC VERIFIED 10235904/10514736 (2969.4s)
CRC VERIFIED 10240000/10514736 (2970.6s)
CRC VERIFIED 10244096/10514736 (2971.8s)
CRC VERIFIED 10248192/10514736 (2973.0s)
CRC VERIFIED 10252288/10514736 (2974.2s)
CRC VERIFIED 10256384/10514736 (2975.4s)
CRC VERIFIED 10260480/10514736 (2976.5s)
CRC VERIFIED 10264576/10514736 (2977.7s)
CRC VERIFIED 10268672/10514736 (2978.9s)
CRC VERIFIED 10272768/10514736 (2980.1s)
CRC VERIFIED 10276864/10514736 (2981.2s)
CRC VERIFIED 10280960/10514736 (2982.4s)
CRC VERIFIED 10285056/10514736 (2983.6s)
CRC VERIFIED 10289152/10514736 (2984.8s)
CRC VERIFIED 10293248/10514736 (2985.9s)
CRC VERIFIED 10297344/10514736 (2987.1s)
CRC VERIFIED 10301440/10514736 (2988.3s)
CRC VERIFIED 10305536/10514736 (2989.5s)
CRC VERIFIED 10309632/10514736 (2990.7s)
CRC VERIFIED 10313728/10514736 (2991.9s)
CRC VERIFIED 10317824/10514736 (2993.0s)
CRC VERIFIED 10321920/10514736 (2994.2s)
CRC VERIFIED 10326016/10514736 (2995.4s)
CRC VERIFIED 10330112/10514736 (2996.6s)
CRC VERIFIED 10334208/10514736 (2997.8s)
CRC VERIFIED 10338304/10514736 (2998.9s)
CRC VERIFIED 10342400/10514736 (3000.1s)
CRC VERIFIED 10346496/10514736 (3001.3s)
CRC VERIFIED 10350592/10514736 (3002.4s)
CRC VERIFIED 10354688/10514736 (3003.6s)
CRC VERIFIED 10358784/10514736 (3004.8s)
CRC VERIFIED 10362880/10514736 (3005.9s)
CRC VERIFIED 10366976/10514736 (3007.1s)
CRC VERIFIED 10371072/10514736 (3008.3s)
CRC VERIFIED 10375168/10514736 (3009.5s)
CRC VERIFIED 10379264/10514736 (3010.7s)
CRC VERIFIED 10383360/10514736 (3011.9s)
CRC VERIFIED 10387456/10514736 (3013.1s)
CRC VERIFIED 10391552/10514736 (3014.3s)
CRC VERIFIED 10395648/10514736 (3015.5s)
CRC VERIFIED 10399744/10514736 (3016.7s)
CRC VERIFIED 10403840/10514736 (3017.8s)
CRC VERIFIED 10407936/10514736 (3019.0s)
CRC VERIFIED 10412032/10514736 (3020.2s)
CRC VERIFIED 10416128/10514736 (3021.4s)
CRC VERIFIED 10420224/10514736 (3022.6s)
CRC VERIFIED 10424320/10514736 (3023.8s)
CRC VERIFIED 10428416/10514736 (3025.0s)
CRC VERIFIED 10432512/10514736 (3026.2s)
CRC VERIFIED 10436608/10514736 (3027.4s)
CRC VERIFIED 10440704/10514736 (3028.6s)
CRC VERIFIED 10444800/10514736 (3029.8s)
CRC VERIFIED 10448896/10514736 (3030.9s)
CRC VERIFIED 10452992/10514736 (3032.1s)
CRC VERIFIED 10457088/10514736 (3033.3s)
CRC VERIFIED 10461184/10514736 (3034.5s)
CRC VERIFIED 10465280/10514736 (3035.7s)
CRC VERIFIED 10469376/10514736 (3036.8s)
CRC VERIFIED 10473472/10514736 (3038.0s)
CRC VERIFIED 10477568/10514736 (3038.9s)
CRC VERIFIED 10481664/10514736 (3039.4s)
CRC VERIFIED 10485760/10514736 (3040.1s)
CRC VERIFIED 10489856/10514736 (3041.0s)
CRC VERIFIED 10493952/10514736 (3041.9s)
CRC VERIFIED 10498048/10514736 (3042.8s)
CRC VERIFIED 10502144/10514736 (3043.3s)
CRC VERIFIED 10506240/10514736 (3043.6s)
CRC VERIFIED 10510336/10514736 (3044.6s)
CRC VERIFIED 10514432/10514736 (3045.5s)
CRC VERIFIED 10514736/10514736 (3045.6s)
STAGE SWT6621S_DRAM_SDIO.bin 0x50000000 193224
CRC VERIFIED 4096/193224 (3045.7s)
CRC VERIFIED 8192/193224 (3045.7s)
CRC VERIFIED 12288/193224 (3045.7s)
CRC VERIFIED 16384/193224 (3045.7s)
CRC VERIFIED 20480/193224 (3045.8s)
CRC VERIFIED 24576/193224 (3045.8s)
CRC VERIFIED 28672/193224 (3045.8s)
CRC VERIFIED 32768/193224 (3045.8s)
CRC VERIFIED 36864/193224 (3045.8s)
CRC VERIFIED 40960/193224 (3045.8s)
CRC VERIFIED 45056/193224 (3045.8s)
CRC VERIFIED 49152/193224 (3045.9s)
CRC VERIFIED 53248/193224 (3045.9s)
CRC VERIFIED 57344/193224 (3045.9s)
CRC VERIFIED 61440/193224 (3045.9s)
CRC VERIFIED 65536/193224 (3045.9s)
CRC VERIFIED 69632/193224 (3045.9s)
CRC VERIFIED 73728/193224 (3046.0s)
CRC VERIFIED 77824/193224 (3046.0s)
CRC VERIFIED 81920/193224 (3046.0s)
CRC VERIFIED 86016/193224 (3046.0s)
CRC VERIFIED 90112/193224 (3046.0s)
CRC VERIFIED 94208/193224 (3046.0s)
CRC VERIFIED 98304/193224 (3046.0s)
CRC VERIFIED 102400/193224 (3046.1s)
CRC VERIFIED 106496/193224 (3046.1s)
CRC VERIFIED 110592/193224 (3046.1s)
CRC VERIFIED 114688/193224 (3046.1s)
CRC VERIFIED 118784/193224 (3046.1s)
CRC VERIFIED 122880/193224 (3046.2s)
CRC VERIFIED 126976/193224 (3046.2s)
CRC VERIFIED 131072/193224 (3046.2s)
CRC VERIFIED 135168/193224 (3046.2s)
CRC VERIFIED 139264/193224 (3046.2s)
CRC VERIFIED 143360/193224 (3046.2s)
CRC VERIFIED 147456/193224 (3046.2s)
CRC VERIFIED 151552/193224 (3046.3s)
CRC VERIFIED 155648/193224 (3046.3s)
CRC VERIFIED 159744/193224 (3046.3s)
CRC VERIFIED 163840/193224 (3046.3s)
CRC VERIFIED 167936/193224 (3046.3s)
CRC VERIFIED 172032/193224 (3046.3s)
CRC VERIFIED 176128/193224 (3046.4s)
CRC VERIFIED 180224/193224 (3046.4s)
CRC VERIFIED 184320/193224 (3046.4s)
CRC VERIFIED 188416/193224 (3046.4s)
CRC VERIFIED 192512/193224 (3046.4s)
CRC VERIFIED 193224/193224 (3046.4s)
STAGE SWT6621S_IRAM_SDIO.bin 0x50100000 356616
CRC VERIFIED 4096/356616 (3046.5s)
CRC VERIFIED 8192/356616 (3046.5s)
CRC VERIFIED 12288/356616 (3046.5s)
CRC VERIFIED 16384/356616 (3046.5s)
CRC VERIFIED 20480/356616 (3046.5s)
CRC VERIFIED 24576/356616 (3046.5s)
CRC VERIFIED 28672/356616 (3046.6s)
CRC VERIFIED 32768/356616 (3046.6s)
CRC VERIFIED 36864/356616 (3046.6s)
CRC VERIFIED 40960/356616 (3046.6s)
CRC VERIFIED 45056/356616 (3046.6s)
CRC VERIFIED 49152/356616 (3046.6s)
CRC VERIFIED 53248/356616 (3046.7s)
CRC VERIFIED 57344/356616 (3046.7s)
CRC VERIFIED 61440/356616 (3046.7s)
CRC VERIFIED 65536/356616 (3046.7s)
CRC VERIFIED 69632/356616 (3046.7s)
CRC VERIFIED 73728/356616 (3046.7s)
CRC VERIFIED 77824/356616 (3046.8s)
CRC VERIFIED 81920/356616 (3046.8s)
CRC VERIFIED 86016/356616 (3046.8s)
CRC VERIFIED 90112/356616 (3046.8s)
CRC VERIFIED 94208/356616 (3046.8s)
CRC VERIFIED 98304/356616 (3046.8s)
CRC VERIFIED 102400/356616 (3046.8s)
CRC VERIFIED 106496/356616 (3046.9s)
CRC VERIFIED 110592/356616 (3046.9s)
CRC VERIFIED 114688/356616 (3046.9s)
CRC VERIFIED 118784/356616 (3046.9s)
CRC VERIFIED 122880/356616 (3046.9s)
CRC VERIFIED 126976/356616 (3046.9s)
CRC VERIFIED 131072/356616 (3047.0s)
CRC VERIFIED 135168/356616 (3047.0s)
CRC VERIFIED 139264/356616 (3047.0s)
CRC VERIFIED 143360/356616 (3047.0s)
CRC VERIFIED 147456/356616 (3047.0s)
CRC VERIFIED 151552/356616 (3047.0s)
CRC VERIFIED 155648/356616 (3047.0s)
CRC VERIFIED 159744/356616 (3047.1s)
CRC VERIFIED 163840/356616 (3047.1s)
CRC VERIFIED 167936/356616 (3047.1s)
CRC VERIFIED 172032/356616 (3047.1s)
CRC VERIFIED 176128/356616 (3047.1s)
CRC VERIFIED 180224/356616 (3047.1s)
CRC VERIFIED 184320/356616 (3047.2s)
CRC VERIFIED 188416/356616 (3047.2s)
CRC VERIFIED 192512/356616 (3047.2s)
CRC VERIFIED 196608/356616 (3047.2s)
CRC VERIFIED 200704/356616 (3047.2s)
CRC VERIFIED 204800/356616 (3047.2s)
CRC VERIFIED 208896/356616 (3047.2s)
CRC VERIFIED 212992/356616 (3047.3s)
CRC VERIFIED 217088/356616 (3047.3s)
CRC VERIFIED 221184/356616 (3047.3s)
CRC VERIFIED 225280/356616 (3047.3s)
CRC VERIFIED 229376/356616 (3047.3s)
CRC VERIFIED 233472/356616 (3047.3s)
CRC VERIFIED 237568/356616 (3047.4s)
CRC VERIFIED 241664/356616 (3047.4s)
CRC VERIFIED 245760/356616 (3047.4s)
CRC VERIFIED 249856/356616 (3047.4s)
CRC VERIFIED 253952/356616 (3047.4s)
CRC VERIFIED 258048/356616 (3047.5s)
CRC VERIFIED 262144/356616 (3047.5s)
CRC VERIFIED 266240/356616 (3047.5s)
CRC VERIFIED 270336/356616 (3047.5s)
CRC VERIFIED 274432/356616 (3047.5s)
CRC VERIFIED 278528/356616 (3047.5s)
CRC VERIFIED 282624/356616 (3047.5s)
CRC VERIFIED 286720/356616 (3047.6s)
CRC VERIFIED 290816/356616 (3047.6s)
CRC VERIFIED 294912/356616 (3047.6s)
CRC VERIFIED 299008/356616 (3047.6s)
CRC VERIFIED 303104/356616 (3047.6s)
CRC VERIFIED 307200/356616 (3047.6s)
CRC VERIFIED 311296/356616 (3047.7s)
CRC VERIFIED 315392/356616 (3047.7s)
CRC VERIFIED 319488/356616 (3047.7s)
CRC VERIFIED 323584/356616 (3047.7s)
CRC VERIFIED 327680/356616 (3047.7s)
CRC VERIFIED 331776/356616 (3047.7s)
CRC VERIFIED 335872/356616 (3047.8s)
CRC VERIFIED 339968/356616 (3047.8s)
CRC VERIFIED 344064/356616 (3047.8s)
CRC VERIFIED 348160/356616 (3047.8s)
CRC VERIFIED 352256/356616 (3047.8s)
CRC VERIFIED 356352/356616 (3047.8s)
CRC VERIFIED 356616/356616 (3047.8s)
STAGE Bluetooth NVDS 0x50180000 40
CRC VERIFIED 40/40 (3047.9s)
STAGE Wi-Fi calibration 0x50190000 2376
CRC VERIFIED 2376/2376 (3047.9s)
PASS: FULL IMAGE, TWO FIRMWARE CRCs AND DTB VERIFIED
booti 40400000 - 48300000

Fdt Ramdisk skip relocation

## Flattened Device Tree blob at 0x48300000

   Booting using the fdt blob at 0x48300000

   Using Device Tree in place at 0000000048300000, end 0000000048326532

No resource file: logo_kernel.bmp

VP0 fail to load kernel logo

## reserved-memory:

  ramoops@40110000: addr=40110000 size=e0000

Adding bank: 0x40200000 - 0x48400000 (size: 0x08200000)

Adding bank: 0x49400000 - 0x100000000 (size: 0xb6c00000)

Adding bank: 0x100000000 - 0x140000000 (size: 0x40000000)

Total: 3058695.988/3059049.274 ms



Starting kernel ...



- Ready to Boot Primary CPU

RK3576 HCR_EL2=0000000008000032

RK3576 SCTLR_EL1=0000000030d00800

- Boot from EL2

- Boot from EL1

- Boot to C runtime for OS Initialize

[CPU0] arm64_chip_boot: RK3576: MMU enabled

